Chr	Start	End	Strand	Length
FBgn0015546	2L;2L;2L;2L;2L;2L	14362069;14362246;14362356;14363206;14364373;14364682	14362186;14362295;14363140;14364293;14364605;14366840	+;+;+;+;+;+	4433
FBgn0016917	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	20535323;20537194;20538136;20539221;20539400;20539659;20539975;20540523;20541680;20550721;20552081	20536545;20537463;20538715;20539356;20539600;20539916;20540454;20541553;20542092;20551107;20552311	-;-;-;-;-;-;-;-;-;-;-	5210
FBgn0032117	2L;2L;2L;2L	9428669;9429412;9430023;9430697	9429345;9430000;9430429;9431052	-;-;-;-	2029
FBgn0014135	3R;3R;3R;3R;3R;3R	19794073;19794589;19796214;19800398;19827654;19836262	19794336;19795515;19797532;19800501;19829042;19836817	-;-;-;-;-;-	4559
FBgn0033809	2R;2R;2R;2R;2R;2R;2R;2R;2R	13215659;13215856;13216023;13216159;13216348;13216604;13216761;13217589;13219088	13215799;13215966;13216103;13216259;13216404;13216697;13217478;13218303;13219247	-;-;-;-;-;-;-;-;-	2178
FBgn0033810	2R;2R	13219396;13219944	13219884;13220251	-;-	797
FBgn0035964	3L;3L	9134560;9134987	9134890;9135916	+;+	1261
FBgn0039348	3R;3R;3R;3R;3R;3R;3R;3R;3R	25611013;25611522;25621880;25622103;25622362;25622952;25623172;25623478;25624589	25611449;25611937;25622040;25622301;25622890;25623109;25623405;25623745;25624662	-;-;-;-;-;-;-;-;-	2476
FBgn0039349	3R;3R;3R	25624805;25626344;25626732	25626167;25626663;25626924	-;-;-	1876
FBgn0002789	2R;2R;2R;2R	13246670;13246917;13247317;13248812	13246772;13247249;13247759;13248880	+;+;+;+	948
FBgn0037719	3R	9589468	9591002	-	1535
FBgn0027375	3L;3L;3L;3L	14628160;14628463;14629741;14631881	14628404;14629681;14631818;14632077	-;-;-;-	3739
FBgn0005677	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	16466512;16468053;16468493;16468995;16471856;16472128;16472770;16473200;16475275;16481525;16483808;16485437	16467754;16468246;16468730;16469255;16471939;16472643;16473072;16473595;16475432;16481551;16484807;16485998	-;-;-;-;-;-;-;-;-;-;-;-	4982
FBgn0038950	3R;3R;3R;3R;3R	22364573;22365019;22365276;22365537;22365712	22364957;22365220;22365469;22365648;22365983	-;-;-;-;-	1165
FBgn0011225	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	24252826;24253663;24253828;24254004;24254404;24254530;24254994;24255285;24255562;24255869;24256360;24257177;24257648;24257971;24258196;24258385;24259055;24259396;24263041;24270899	24253598;24253764;24253945;24254124;24254448;24254678;24255224;24255505;24255803;24256301;24257104;24257583;24257910;24258132;24258325;24258458;24259249;24259488;24263842;24271233	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5641
FBgn0003701	2R;2R;2R	17861273;17864506;17865551	17864447;17865495;17865963	-;-;-	4578
FBgn0038872	3R;3R;3R;3R;3R;3R;3R	21223704;21224776;21225098;21226651;21227932;21228427;21228655	21224079;21225030;21226504;21227814;21228363;21228582;21229512	+;+;+;+;+;+;+	4648
FBgn0036180	3L;3L;3L;3L;3L;3L;3L	11605436;11606257;11607144;11607435;11607652;11608537;11608676	11606198;11607083;11607346;11607591;11608285;11608604;11609465	-;-;-;-;-;-;-	3442
FBgn0004924	X;X;X;X;X;X;X;X;X;X	15319479;15320369;15321154;15321861;15322846;15323591;15324071;15325275;15325587;15325816	15319807;15321032;15321371;15322827;15322975;15323785;15325200;15325525;15325738;15328029	+;+;+;+;+;+;+;+;+;+	6250
FBgn0004903	3R;3R;3R;3R;3R	26872129;26874067;26874857;26875174;26875544	26874016;26874790;26875101;26875403;26875742	-;-;-;-;-	3286
FBgn0001168	3L;3L;3L	8675759;8677372;8677605	8676348;8677467;8679253	+;+;+	2335
FBgn0000008	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	22136968;22137433;22151654;22162905;22164777;22169244;22170778;22172082;22172316;22172497	22137208;22138251;22151695;22163694;22164989;22170717;22171985;22172252;22172433;22172834	+;+;+;+;+;+;+;+;+;+	5414
FBgn0000261	3L;3L;3L	18822604;18826338;18827356	18822842;18827258;18828188	+;+;+	1993
FBgn0004169	X;X;X;X;X;X;X;X;X;X;X;X;X;X	13593474;13594285;13594830;13595004;13595150;13595320;13596376;13597381;13598174;13599412;13600070;13601368;13602229;13602418	13594050;13594363;13594908;13595084;13595242;13595538;13596748;13597404;13598176;13599780;13600117;13601654;13602365;13602578	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2530
FBgn0023076	3L;3L;3L;3L;3L;3L;3L;3L;3L	7763233;7765781;7766463;7766873;7767149;7768469;7768710;7770023;7775496	7765718;7766403;7766819;7767089;7767230;7768650;7768870;7770322;7775603	-;-;-;-;-;-;-;-;-	4516
FBgn0001208	3L;3L;3L;3L;3L;3L	7760453;7760984;7761367;7762294;7762622;7762912	7760656;7761277;7762235;7762556;7762851;7763166	+;+;+;+;+;+	2115
FBgn0036165	3L;3L;3L;3L;3L	11487550;11493871;11494090;11494846;11495017	11488601;11493985;11494732;11494956;11499055	+;+;+;+;+	5960
FBgn0020496	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	13011649;13017161;13018790;13019342;13019896;13020854;13021176;13021420;13024800;13025389	13012172;13017400;13018876;13019814;13020201;13021114;13021316;13024097;13025044;13026275	+;+;+;+;+;+;+;+;+;+	5842
FBgn0027841	3R;3R	18659618;18659905	18659841;18661126	+;+	1446
FBgn0039713	3R;3R;3R;3R;3R	29861582;29861761;29862199;29862785;29863415	29861650;29861934;29862305;29863196;29863902	+;+;+;+;+	1250
FBgn0039738	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	30015513;30016660;30017138;30017625;30018266;30018488;30018691;30019182;30019389;30019595;30021650	30016594;30016874;30017200;30017984;30018426;30018633;30019117;30019331;30019517;30019683;30022221	-;-;-;-;-;-;-;-;-;-;-	3394
FBgn0015269	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	25983013;25983592;25983835;25984275;25984473;25985128;25985512;25986119;25986712;25988360;25989020;25991431;25991750;25992400;25992808;25993073;25993319;25993665;25994567	25983348;25983735;25984219;25984416;25985066;25985449;25986064;25986656;25988303;25988966;25991375;25991685;25991845;25992489;25993010;25993259;25993484;25993991;25995737	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10064
FBgn0037746	3R;3R;3R;3R	9763650;9764026;9764681;9765609	9763935;9764626;9765547;9766135	+;+;+;+	2281
FBgn0037747	3R;3R;3R	9767834;9768745;9768923	9768140;9768838;9770027	+;+;+	1506
FBgn0003862	3R;3R;3R;3R;3R;3R;3R;3R;3R	14263358;14265168;14265421;14265624;14273915;14274192;14276306;14279093;14286209	14265107;14265343;14265554;14273850;14274121;14275368;14277542;14279541;14286903	-;-;-;-;-;-;-;-;-	14052
FBgn0010226	2R;2R;2R;2R;2R;2R;2R;2R	17093246;17094316;17094517;17094765;17096804;17097228;17098126;17099492	17094228;17094458;17094696;17095060;17096977;17097535;17098306;17099501	-;-;-;-;-;-;-;-	2275
FBgn0000577	2R;2R;2R	11524006;11525128;11526359	11524847;11525225;11528210	-;-;-	2792
FBgn0000028	X;X;X;X;X;X;X;X;X;X	15350239;15352334;15353225;15354227;15354536;15354755;15371512;15372152;15377561;15378189	15351958;15353167;15353388;15354458;15354676;15354953;15371688;15372208;15377593;15379064	-;-;-;-;-;-;-;-;-;-	4433
FBgn0022710	X;X;X;X;X;X;X	15510877;15516333;15516503;15519916;15521960;15539406;15553841	15516272;15516433;15517693;15520193;15522163;15539926;15554278	-;-;-;-;-;-;-	8129
FBgn0012034	3L;3L;3L;3L;3L;3L;3L	21270722;21272248;21272499;21272723;21272951;21276195;21279475	21272153;21272437;21272667;21272877;21273689;21276345;21280243	-;-;-;-;-;-;-	3605
FBgn0027866	3R;3R;3R;3R;3R;3R;3R;3R	4327814;4328057;4330100;4331002;4331547;4332290;4332992;4333222	4328017;4330034;4330248;4331046;4332224;4332477;4333159;4334071	-;-;-;-;-;-;-;-	4260
FBgn0038201	3R;3R;3R;3R	14099832;14100798;14101113;14101859	14100708;14100950;14101330;14103122	-;-;-;-	2512
FBgn0000721	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	3622074;3623006;3623262;3624224;3624440;3625997;3631523;3634239;3638939;3645856;3655270;3656708	3622943;3623195;3623881;3624373;3624676;3627635;3632154;3634405;3640517;3646138;3655585;3656953	-;-;-;-;-;-;-;-;-;-;-;-	6929
FBgn0034420	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	19164143;19165164;19170223;19170618;19171253;19172179;19172345;19172712;19173432;19173704;19174339;19174577;19174882;19176188;19176416;19176588;19176941;19177303;19177819	19164175;19166059;19170406;19171161;19171375;19172280;19172524;19172921;19173643;19174121;19174365;19174783;19175308;19176347;19176523;19176743;19177082;19177573;19178223	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4805
FBgn0003218	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	13762752;13763069;13767664;13768659;13768869;13769144;13769811;13770766;13771128;13771277;13772558;13772786;13773806;13775433;13775973;13776676	13762945;13763111;13768157;13768803;13769060;13769554;13770142;13770804;13771203;13772485;13772695;13773753;13775189;13775867;13776380;13779488	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9281
FBgn0024836	2R;2R;2R;2R;2R;2R;2R;2R;2R	10673345;10691365;10705906;10708122;10715545;10717965;10718309;10718836;10719800	10673969;10691393;10708021;10715448;10717401;10718134;10718315;10718900;10721138	+;+;+;+;+;+;+;+;+	13535
FBgn0031016	X;X;X;X;X;X;X;X	19353181;19362967;19379213;19398503;19433154;19446273;19464193;19468307	19353653;19363021;19379280;19398534;19433272;19446305;19466221;19471914	+;+;+;+;+;+;+;+	6417
FBgn0025936	4;4;4;4;4;4;4;4;4;4;4;4;4;4	610684;611285;611727;613615;613937;615036;616005;617304;618348;618536;618693;619637;619848;621929	610896;611655;611806;613795;614422;615923;616181;617351;618476;618631;619063;619783;621872;622470	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5754
FBgn0000578	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	19141632;19151905;19155221;19158734;19159120;19159783;19160177;19160974;19161194;19161473;19161660	19142354;19152027;19156367;19159055;19159352;19160035;19160902;19161132;19161415;19161593;19163705	+;+;+;+;+;+;+;+;+;+;+	6075
FBgn0031649	2L;2L;2L;2L;2L;2L;2L	4933047;4934012;4934396;4934840;4935263;4935509;4936113	4933959;4934338;4934784;4935185;4935435;4935910;4936450	-;-;-;-;-;-;-	2888
FBgn0041210	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	13262687;13265130;13265333;13265838;13266040;13267322;13268694;13269828;13270247;13270391;13271482;13272402;13276435;13282166;13284892	13265036;13265263;13265767;13265957;13267254;13268262;13268840;13269958;13270320;13270693;13271589;13272744;13276547;13282229;13285632	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7219
FBgn0001269	2R;2R;2R;2R;2R	11474465;11474810;11504929;11506069;11506649	11474709;11477269;11504934;11506229;11509695	+;+;+;+;+	5919
FBgn0027608	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	5758680;5759270;5760630;5760849;5760969;5761646;5762172;5762557;5762705;5771630;5776925;5777590;5780864	5758850;5760371;5760792;5760961;5761446;5761717;5762500;5762620;5762755;5771898;5777125;5777792;5781076	-;-;-;-;-;-;-;-;-;-;-;-;-	3429
FBgn0039900	4;4;4;4;4;4;4;4;4;4;4	278685;280325;281724;281948;282436;302242;302386;305016;305361;306060;306440	280239;280537;281892;282028;282738;302323;302526;305178;305818;306161;306481	-;-;-;-;-;-;-;-;-;-;-	3309
FBgn0031474	2L;2L;2L;2L;2L;2L;2L;2L	2857164;2859625;2862537;2864969;2865482;2866332;2866814;2867337	2857576;2859714;2862840;2865418;2865577;2866741;2867230;2868548	+;+;+;+;+;+;+;+	3392
FBgn0025726	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	867824;871720;871912;872127;873214;873635;873994;874246;875203;875543;876114;876296;876517;876870;878851;881843;882617;882961;883143;883567;884046;885454;885760;886965;892894;893505;898393;903337;903633;904361;906028;907074;907620;909079;912187	871654;871846;872074;872225;873571;873926;874160;874467;875484;875710;876239;876454;876789;877194;878992;881949;882723;883081;883362;883641;884120;885462;885891;892840;892949;893565;903282;903471;904026;905963;906997;907550;907924;909184;912331	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	22598
FBgn0051721	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	10544883;10619880;10620044;10620305;10620476;10621420;10622697;10623128;10625110;10626693	10546300;10619975;10620175;10620406;10620635;10621452;10622836;10623266;10625343;10628054	+;+;+;+;+;+;+;+;+;+	3816
FBgn0051992	4;4;4;4;4;4;4;4;4;4;4;4;4	649041;652305;652646;652901;653870;654505;655061;656216;657902;659560;660429;661046;662765	651030;652584;652842;653051;654048;654798;655435;657684;658508;659983;660608;661980;663103	-;-;-;-;-;-;-;-;-;-;-;-;-	7420
FBgn0028341	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	9626294;9629396;9629668;9629963;9630194;9638193;9638916;9640534;9643657;9643957;9645711;9649739;9650485;9658001;9658847	9629332;9629603;9629897;9630123;9631095;9638465;9639028;9640624;9643887;9644367;9645925;9650225;9650776;9658166;9659145	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7118
FBgn0032974	2L;2L;2L;2L;2L;2L	22121338;22121840;22122251;22123741;22124090;22124782	22121413;22122180;22123681;22124028;22124216;22126614	+;+;+;+;+;+	4096
FBgn0029870	X;X;X;X;X;X;X;X;X	6365949;6366633;6367359;6367719;6368332;6368526;6369522;6369793;6370059	6366232;6367163;6367648;6368057;6368343;6369452;6369692;6369989;6370924	+;+;+;+;+;+;+;+;+	3617
FBgn0035001	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	24392129;24393413;24393678;24395441;24396233;24396403;24398691;24399108;24399850;24400200;24400408;24400782;24401046;24401663;24401835;24402561	24393203;24393514;24395275;24396175;24396339;24398634;24399046;24399183;24399891;24400340;24400718;24400980;24401485;24401808;24402384;24402680	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8230
FBgn0032666	2L;2L;2L;2L;2L;2L;2L;2L;2L	18119995;18122528;18123349;18126497;18127466;18127945;18128131;18128302;18128474	18120204;18122920;18123908;18126839;18127869;18128066;18128246;18128419;18129862	+;+;+;+;+;+;+;+;+	3655
FBgn0026533	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	16856220;16856642;16857633;16858181;16858664;16858827;16859061;16859313;16859453;16859633;16859850	16856315;16857052;16858114;16858601;16858764;16859000;16859249;16859397;16859589;16859785;16861738	+;+;+;+;+;+;+;+;+;+;+	4138
FBgn0036534	3L;3L;3L;3L;3L;3L	15818734;15822071;15822963;15823247;15824168;15825471	15822014;15822808;15823181;15823989;15824204;15826423	-;-;-;-;-;-	5971
FBgn0036144	3L;3L;3L;3L;3L;3L;3L;3L;3L	11176954;11178648;11179224;11179530;11182155;11183634;11184389;11196567;11197239	11178531;11178938;11179381;11179716;11182643;11184208;11184419;11196875;11197536	-;-;-;-;-;-;-;-;-	3916
FBgn0033265	2R;2R;2R;2R	8124981;8125267;8125533;8127065	8125209;8125473;8127009;8127242	-;-;-;-	2091
FBgn0038139	3R;3R;3R;3R;3R;3R;3R;3R	13329070;13330203;13330472;13330755;13331272;13331484;13331897;13333890	13329955;13330316;13330686;13330953;13331404;13331649;13332838;13334166	-;-;-;-;-;-;-;-	2932
FBgn0027529	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	20319180;20319795;20320496;20320994;20321678;20324293;20324498;20324848;20325179;20325389;20325596	20319337;20320022;20320688;20321127;20324224;20324411;20324717;20325121;20325330;20325537;20325973	+;+;+;+;+;+;+;+;+;+;+	4552
FBgn0037234	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	4319683;4321845;4322348;4323231;4323687;4323953;4324337;4324588;4324730;4324873	4319890;4322047;4322495;4323622;4323889;4324164;4324510;4324672;4324811;4326379	+;+;+;+;+;+;+;+;+;+	3214
FBgn0029736	X;X;X;X;X;X	4915280;4915586;4915943;4916285;4916545;4918121	4915522;4915882;4916214;4916491;4917921;4918447	-;-;-;-;-;-	2723
FBgn0030662	X;X;X;X;X	15585289;15587110;15589625;15590059;15592957	15587006;15587523;15589931;15590953;15593534	-;-;-;-;-	3912
FBgn0035978	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	9350867;9351918;9352405;9352602;9352882;9353513;9353738;9353888;9357583;9358615	9351850;9352327;9352543;9352827;9353228;9353518;9353829;9354074;9357883;9358935	-;-;-;-;-;-;-;-;-;-	3013
FBgn0031530	2L;2L;2L;2L;2L;2L;2L;2L;2L	3404460;3406067;3406460;3407246;3407472;3407758;3421488;3422760;3426486	3405878;3406239;3407147;3407412;3407683;3408030;3421698;3422957;3426719	-;-;-;-;-;-;-;-;-	3575
FBgn0037100	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	21558974;21559795;21559976;21560190;21560398;21560529;21560942;21561201;21561356;21561791	21559306;21559896;21560135;21560339;21560472;21560702;21561141;21561291;21561506;21562181	-;-;-;-;-;-;-;-;-;-	1827
FBgn0032957	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	21663806;21665918;21666063;21668106;21668293;21669367;21670102;21670449;21670535;21671229;21672290;21672857;21675866;21677055	21665595;21666004;21666377;21668236;21669238;21669913;21670197;21670481;21671140;21671513;21672469;21673272;21676227;21677530	-;-;-;-;-;-;-;-;-;-;-;-;-;-	6270
FBgn0034417	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	19122231;19122672;19122910;19123148;19123295;19123499;19124105;19124537;19125022;19125746;19127192;19127470;19128997	19122613;19122810;19123086;19123232;19123438;19124036;19124417;19124940;19125218;19126269;19127219;19127624;19129300	-;-;-;-;-;-;-;-;-;-;-;-;-	3391
FBgn0031294	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	1008378;1014550;1014777;1015035;1015315;1015993;1016139;1017711;1019268;1033687;1034402;1042964;1046810;1047956	1014484;1014716;1014974;1015256;1015927;1016076;1017641;1017768;1019321;1034190;1034582;1043218;1047022;1048053	-;-;-;-;-;-;-;-;-;-;-;-;-;-	10257
FBgn0000542	X;X;X;X;X;X;X;X;X	3811698;3820726;3836080;3841324;3845898;3850246;3850963;3851937;3852140	3812272;3821015;3836840;3841416;3846207;3850711;3851256;3852065;3857621	+;+;+;+;+;+;+;+;+	8400
FBgn0050372	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	8114286;8115530;8115978;8116132;8116267;8117165;8117345;8117888;8118409;8118914;8119323;8119548;8122257	8115463;8115715;8116025;8116208;8117104;8117284;8117825;8118323;8118851;8119254;8119468;8119620;8123001	-;-;-;-;-;-;-;-;-;-;-;-;-	5112
FBgn0030844	X;X;X;X;X;X;X	17566552;17567038;17567245;17567567;17568178;17568328;17568759	17566969;17567226;17567497;17568063;17568259;17568627;17569228	-;-;-;-;-;-;-	2209
FBgn0031536	2L;2L;2L;2L;2L;2L;2L;2L	3453697;3454359;3455156;3455344;3455564;3455757;3456302;3456871	3454300;3455101;3455285;3455504;3455703;3456244;3456814;3457064	-;-;-;-;-;-;-;-	2973
FBgn0020279	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	8067977;8068776;8069747;8069829;8070335;8070821;8072363;8073127;8073367;8073600;8073974;8075412;8075665;8075860;8076293;8077260;8077731	8068366;8068834;8069812;8070279;8070512;8072238;8072778;8073234;8073471;8073700;8074500;8075607;8075790;8076108;8077042;8077292;8078815	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6258
FBgn0015777	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	6789770;6790799;6791031;6791518;6791701;6793228;6794317;6796337;6797755;6798228;6798679	6790742;6790967;6791323;6791637;6791841;6793404;6794599;6796835;6798194;6798516;6798862	-;-;-;-;-;-;-;-;-;-;-	3568
FBgn0052547	X;X;X;X;X;X;X	18443027;18446094;18446994;18447182;18458798;18461985;18479165	18445984;18446432;18447119;18447273;18458977;18462536;18479487	-;-;-;-;-;-;-	4570
FBgn0037560	3R;3R	8260706;8261801	8261599;8261898	-;-	992
FBgn0029105	2R;2R;2R;2R;2R;2R	23957842;23958332;23958573;23960139;23960513;23961220	23958219;23958512;23960080;23960459;23960719;23961631	+;+;+;+;+;+	3007
FBgn0053155	2R;2R;2R;2R	13954195;13954498;13954917;13955215	13954445;13954861;13955044;13955664	+;+;+;+	1193
FBgn0013576	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	5270116;5274149;5274735;5274966;5278068;5279609;5281016;5282665;5286902;5291990;5292640;5292998;5293219;5293630;5294062;5294306;5295641;5295857;5296147;5297313;5298202;5298562;5299470;5304111;5305711;5305904;5307434;5307935;5312989;5313938;5322988;5323439;5334405;5335714;5349468;5350240	5274082;5274318;5274894;5275087;5278279;5279908;5281102;5283379;5287320;5292079;5292841;5293160;5293370;5293761;5294234;5294879;5295795;5295963;5296635;5297516;5298489;5298777;5299573;5304182;5305853;5305970;5307777;5308099;5313497;5314305;5323125;5323847;5335060;5336635;5350010;5350443	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13741
FBgn0043002	2L	8437405	8437996	+	592
FBgn0002887	2L;2L;2L;2L	8438169;8438527;8438772;8441024	8438463;8438702;8440931;8442342	+;+;+;+	3950
FBgn0053267	3L;3L	11564483;11572405	11564832;11572796	+;+	742
FBgn0032538	2L;2L	13932559;13934598	13933796;13934692	-;-	1333
FBgn0053639	X;X;X;X;X;X;X	18210812;18213951;18214466;18218453;18219891;18220662;18225097	18213899;18214044;18214615;18218606;18220056;18220828;18226076	-;-;-;-;-;-;-	4799
FBgn0035253	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	1654247;1654807;1655254;1655525;1658520;1659846;1660599;1661227;1661707;1663920;1664090;1664532;1664918	1654726;1655151;1655460;1658464;1658590;1659990;1661165;1661592;1662381;1664021;1664241;1664844;1665064	-;-;-;-;-;-;-;-;-;-;-;-;-	6510
FBgn0053653	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	1230837;1231883;1233129;1234679;1241730;1243477;1243719;1244014;1244337;1245101;1245379;1245577;1245752;1245990;1247102;1248303;1248547;1250771;1254006;1255842;1261952;1262412;1264656;1265029;1270732;1270925	1231014;1232190;1233510;1234799;1241897;1243652;1243950;1244264;1244351;1245331;1245523;1245683;1245927;1246196;1247238;1248490;1248836;1250883;1254212;1255998;1262093;1262579;1264965;1265409;1270868;1271759	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5762
FBgn0034618	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	21312399;21312674;21313367;21313872;21314424;21315236;21316697;21317609;21317847;21318081	21312462;21312783;21313716;21313979;21315185;21316639;21317552;21317786;21318016;21319569	+;+;+;+;+;+;+;+;+;+	5491
FBgn0037555	3R;3R;3R;3R	8236632;8238103;8238731;8240310	8238035;8238252;8239606;8240515	-;-;-;-	2636
FBgn0000153	2L;2L;2L	13821248;13822682;13823114	13822148;13823049;13823979	+;+;+	2135
FBgn0015609	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	17647053;17650983;17651279;17652667;17655669;17657063;17657313;17660956;17664087;17665379;17666612;17667702;17667967;17708034;17709439;17711220;17714306;17715723;17716678;17717843;17718094;17718916;17719925;17720654;17737964;17751939;17761292;17777426;17778215	17650505;17651153;17651491;17652905;17655910;17657233;17659614;17662279;17664224;17665540;17666776;17667817;17668110;17708220;17709621;17711409;17714496;17715913;17716689;17718034;17718327;17719701;17720141;17721104;17739713;17752346;17761355;17777799;17778340	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14396
