RAWDATA	FLYBASE	SYMBOL
FBgn0087040	FBgn0087040	alphaTub67C
FBgn0087041	FBgn0087041	Hyls1
FBgn0243486	FBgn0243486	rdo
FBgn0243511	FBgn0243511	psidin
FBgn0243512	FBgn0243512	puc
FBgn0243513	FBgn0243513	cnir
FBgn0243514	FBgn0243514	eater
FBgn0243516	FBgn0243516	Vrp1
FBgn0243586	FBgn0243586	Tb
FBgn0250731	FBgn0250731	5.8SrRNA:CR40454
FBgn0250732	FBgn0250732	gfzf
FBgn0250746	FBgn0250746	Prosbeta7
FBgn0250753	FBgn0250753	kra
FBgn0250754	FBgn0250754	CG42232
FBgn0250755	FBgn0250755	CG42233
FBgn0250757	FBgn0250757	CG42235
FBgn0250785	FBgn0250785	vari
FBgn0250786	FBgn0250786	Chd1
FBgn0250788	FBgn0250788	beta-Spec
FBgn0250789	FBgn0250789	alpha-Spec
FBgn0250791	FBgn0250791	alphaSnap
FBgn0250814	FBgn0250814	UQCR-C2
FBgn0250815	FBgn0250815	Jon65Aiv
FBgn0250816	FBgn0250816	AGO3
FBgn0250817	FBgn0250817	lncRNA:CR40465
FBgn0250819	FBgn0250819	CG33521
FBgn0250820	FBgn0250820	meigo
FBgn0250821	FBgn0250821	CG14644
FBgn0250822	FBgn0250822	CG34222
FBgn0250823	FBgn0250823	gish
FBgn0250824	FBgn0250824	CG33655
FBgn0250825	FBgn0250825	CG34241
FBgn0250826	FBgn0250826	CG34160
FBgn0250827	FBgn0250827	whip
FBgn0250830	FBgn0250830	CG12547
FBgn0250831	FBgn0250831	BG642167
FBgn0250832	FBgn0250832	Dup99B
FBgn0250833	FBgn0250833	CG34461
FBgn0250834	FBgn0250834	CG33308
FBgn0250835	FBgn0250835	CG15394
FBgn0250836	FBgn0250836	Acbp3
FBgn0250837	FBgn0250837	dUTPase
FBgn0250838	FBgn0250838	roh
FBgn0250839	FBgn0250839	CG2016
FBgn0250841	FBgn0250841	CG17242
FBgn0250842	FBgn0250842	CG17575
FBgn0250843	FBgn0250843	Prosalpha6
FBgn0250844	FBgn0250844	CG4218
FBgn0250845	FBgn0250845	CG1288
FBgn0250846	FBgn0250846	glob2
FBgn0250847	FBgn0250847	CG14034
FBgn0250848	FBgn0250848	26-29-p
FBgn0250849	FBgn0250849	CG32388
FBgn0250850	FBgn0250850	rig
FBgn0250851	FBgn0250851	CG33981
FBgn0250862	FBgn0250862	CG42237
FBgn0250867	FBgn0250867	CG42238
FBgn0250868	FBgn0250868	CG42239
FBgn0250869	FBgn0250869	CG42240
FBgn0250871	FBgn0250871	pot
FBgn0250874	FBgn0250874	ttm50
FBgn0250903	FBgn0250903	lmgA
FBgn0250904	FBgn0250904	CG34434
FBgn0250906	FBgn0250906	Pgk
FBgn0250907	FBgn0250907	Cht10
FBgn0250908	FBgn0250908	beat-VII
FBgn0250910	FBgn0250910	Octbeta3R
FBgn0250911	FBgn0250911	CG42245
FBgn0259098	FBgn0259098	CG42246
FBgn0259099	FBgn0259099	DCX-EMAP
FBgn0259101	FBgn0259101	CG42249
FBgn0259108	FBgn0259108	futsch
FBgn0259110	FBgn0259110	mmd
FBgn0259111	FBgn0259111	Ndae1
FBgn0259112	FBgn0259112	asRNA:CR42254
FBgn0259113	FBgn0259113	PolA1
FBgn0259139	FBgn0259139	glo
FBgn0259140	FBgn0259140	CG42255
FBgn0259143	FBgn0259143	CG42258
FBgn0259145	FBgn0259145	CG42260
FBgn0259146	FBgn0259146	fid
FBgn0259148	FBgn0259148	CG42263
FBgn0259149	FBgn0259149	CG42264
FBgn0259150	FBgn0259150	OtopLc
FBgn0259151	FBgn0259151	CG42266
FBgn0259152	FBgn0259152	Clbn
FBgn0259162	FBgn0259162	RunxB
FBgn0259163	FBgn0259163	CG42268
FBgn0259164	FBgn0259164	CG42269
FBgn0259166	FBgn0259166	CG42271
FBgn0259167	FBgn0259167	CG42272
FBgn0259168	FBgn0259168	mnb
FBgn0259170	FBgn0259170	alpha-Man-Ia
FBgn0259171	FBgn0259171	Pde9
FBgn0259173	FBgn0259173	corn
FBgn0259174	FBgn0259174	Nedd4
FBgn0259175	FBgn0259175	ome
FBgn0259176	FBgn0259176	bun
FBgn0259178	FBgn0259178	5PtaseI
FBgn0259179	FBgn0259179	CG42284
FBgn0259183	FBgn0259183	CG42287
FBgn0259184	FBgn0259184	CG42288
FBgn0259185	FBgn0259185	Ir60b
FBgn0259186	FBgn0259186	Ir60c
FBgn0259187	FBgn0259187	Ir60d
FBgn0259188	FBgn0259188	Ir7f
FBgn0259189	FBgn0259189	Ir7e
FBgn0259190	FBgn0259190	Ir7d
FBgn0259192	FBgn0259192	CG42296
FBgn0259193	FBgn0259193	Ir94d
FBgn0259194	FBgn0259194	Ir94e
FBgn0259195	FBgn0259195	CG42299
FBgn0259196	FBgn0259196	CG42300
FBgn0259198	FBgn0259198	CG42302
FBgn0259199	FBgn0259199	Snup
FBgn0259200	FBgn0259200	CG42304
FBgn0259201	FBgn0259201	CG42305
FBgn0259202	FBgn0259202	CG42306
FBgn0259203	FBgn0259203	CG42307
FBgn0259204	FBgn0259204	CG42308
FBgn0259209	FBgn0259209	Mlp60A
FBgn0259210	FBgn0259210	prom
FBgn0259211	FBgn0259211	grh
FBgn0259212	FBgn0259212	cno
FBgn0259213	FBgn0259213	side-II
FBgn0259214	FBgn0259214	PMCA
FBgn0259215	FBgn0259215	Ir93a
FBgn0259216	FBgn0259216	RhoGAP102A
FBgn0259219	FBgn0259219	CG42319
FBgn0259221	FBgn0259221	ATP8A
FBgn0259222	FBgn0259222	CG42322
FBgn0259223	FBgn0259223	CG42323
FBgn0259224	FBgn0259224	CG42324
FBgn0259226	FBgn0259226	CG42326
FBgn0259227	FBgn0259227	CG42327
FBgn0259228	FBgn0259228	C3G
FBgn0259229	FBgn0259229	CG42329
FBgn0259230	FBgn0259230	lectin-22C
FBgn0259231	FBgn0259231	CCKLR-17D1
FBgn0259233	FBgn0259233	CG42331
FBgn0259234	FBgn0287478	Camta
FBgn0259236	FBgn0259236	comm3
FBgn0259237	FBgn0259237	CG42335
FBgn0259238	FBgn0259238	CG42336
FBgn0259239	FBgn0259239	CG42337
FBgn0259241	FBgn0259241	CG42339
FBgn0259242	FBgn0259242	CG42340
FBgn0259243	FBgn0259243	Pka-R1
FBgn0259244	FBgn0259244	CG42342
FBgn0259245	FBgn0259245	DIP-beta
FBgn0259246	FBgn0259246	brp
FBgn0259247	FBgn0286203	stw
FBgn0259481	FBgn0259481	Mob2
FBgn0259482	FBgn0259482	Mob3
FBgn0259483	FBgn0259483	Mob4
FBgn0259676	FBgn0259676	Prim2
FBgn0259677	FBgn0259677	CG42346
FBgn0259678	FBgn0259678	sqa
FBgn0259680	FBgn0259680	Pkcdelta
FBgn0259682	FBgn0259682	Jabba
FBgn0259683	FBgn0259683	Ir40a
FBgn0259685	FBgn0259685	crb
FBgn0259697	FBgn0287185	nvd
FBgn0259699	FBgn0259699	CG42353
FBgn0259700	FBgn0259700	CG42354
FBgn0259701	FBgn0259701	CG42355
FBgn0259702	FBgn0259702	CG42356
FBgn0259703	FBgn0259703	CG42357
FBgn0259704	FBgn0259704	Nsun5
FBgn0259705	FBgn0259705	CG42359
FBgn0259707	FBgn0259707	CG42361
FBgn0259708	FBgn0259708	CG42362
FBgn0259709	FBgn0259709	CG42363
FBgn0259710	FBgn0259710	CG42364
FBgn0259711	FBgn0259711	CG42365
FBgn0259712	FBgn0259712	CG42366
FBgn0259713	FBgn0259713	CG42367
FBgn0259714	FBgn0259714	DIP-epsilon
FBgn0259715	FBgn0259715	CG42369
FBgn0259716	FBgn0259716	Nepl6
FBgn0259717	FBgn0259717	CG42371
FBgn0259718	FBgn0259718	CG42372
FBgn0259720	FBgn0259720	CG42374
FBgn0259721	FBgn0259721	CG42375
FBgn0259722	FBgn0259722	CG42376
FBgn0259725	FBgn0259725	CG42379
FBgn0259726	FBgn0259726	CG42380
FBgn0259727	FBgn0259727	CG42381
FBgn0259728	FBgn0259728	CG42382
FBgn0259729	FBgn0259729	CG42383
FBgn0259730	FBgn0259730	tal-1A
FBgn0259731	FBgn0259731	tal-2A
FBgn0259732	FBgn0259732	tal-3A
FBgn0259733	FBgn0259733	tal-AA
FBgn0259734	FBgn0259734	Nost
FBgn0259735	FBgn0259735	mtgo
FBgn0259736	FBgn0259736	CG42390
FBgn0259737	FBgn0259737	CG42391
FBgn0259738	FBgn0259738	CG42392
FBgn0259739	FBgn0259739	CG42393
FBgn0259740	FBgn0259740	CG42394
FBgn0259741	FBgn0259741	CG42395
FBgn0259742	FBgn0259742	CG42360
FBgn0259745	FBgn0259745	wech
FBgn0259748	FBgn0259748	CG42397
FBgn0259749	FBgn0259749	mmy
FBgn0259785	FBgn0259785	pzg
FBgn0259789	FBgn0259789	zld
FBgn0259791	FBgn0259791	bora
FBgn0259794	FBgn0259794	sinah
FBgn0259795	FBgn0259795	loopin-1
FBgn0259817	FBgn0259817	SteXh:CG42398
FBgn0259818	FBgn0259818	CG42399
FBgn0259821	FBgn0259821	CG42402
FBgn0259822	FBgn0287724	Ca-beta
FBgn0259823	FBgn0259823	CG42404
FBgn0259824	FBgn0259824	Hip14
FBgn0259831	FBgn0259831	CG34309
FBgn0259832	FBgn0259832	CG34229
FBgn0259834	FBgn0259834	out
FBgn0259837	FBgn0259837	Su(Ste):CR42406
FBgn0259838	FBgn0259838	Su(Ste):CR42407
FBgn0259839	FBgn0259839	Su(Ste):CR42408
FBgn0259840	FBgn0259840	Su(Ste):CR42409
FBgn0259841	FBgn0259841	Su(Ste):CR42410
FBgn0259842	FBgn0259842	Su(Ste):CR42411
FBgn0259843	FBgn0259843	Su(Ste):CR42412
FBgn0259845	FBgn0259845	Su(Ste):CR42414
FBgn0259846	FBgn0259846	Su(Ste):CR42415
FBgn0259847	FBgn0259847	Su(Ste):CR42416
FBgn0259848	FBgn0259848	Su(Ste):CR42417
FBgn0259849	FBgn0259849	Su(Ste):CR42418
FBgn0259850	FBgn0259850	Su(Ste):CR42419
FBgn0259851	FBgn0259851	Su(Ste):CR42420
FBgn0259852	FBgn0259852	Su(Ste):CR42421
FBgn0259853	FBgn0259853	Su(Ste):CR42422
FBgn0259855	FBgn0259855	Su(Ste):CR42424
FBgn0259856	FBgn0259856	Su(Ste):CR42425
FBgn0259857	FBgn0259857	Su(Ste):CR42426
FBgn0259858	FBgn0259858	Su(Ste):CR42427
FBgn0259859	FBgn0259859	Su(Ste):CR42428
FBgn0259860	FBgn0259860	Su(Ste):CR42429
FBgn0259861	FBgn0259861	Su(Ste):CR42430
FBgn0259862	FBgn0259862	Su(Ste):CR42431
FBgn0259863	FBgn0259863	Su(Ste):CR42432
FBgn0259864	FBgn0259864	Su(Ste):CR42433
FBgn0259869	FBgn0259869	Su(Ste):CR42438
FBgn0259870	FBgn0259870	Su(Ste):CR42439
FBgn0259875	FBgn0259875	Su(Ste):CR42444
FBgn0259876	FBgn0259876	Cap-G
FBgn0259878	FBgn0259878	Fs
FBgn0259896	FBgn0259896	NimC1
FBgn0259916	FBgn0259916	CG42445
FBgn0259917	FBgn0259917	CG42446
FBgn0259918	FBgn0259918	inaF-B
FBgn0259922	FBgn0259922	Skadu
FBgn0259923	FBgn0259923	4-Sep
FBgn0259926	FBgn0259926	CG42449
FBgn0259927	FBgn0259927	CG42450
FBgn0259932	FBgn0259932	CG42455
FBgn0259933	FBgn0259933	Dpm2
FBgn0259935	FBgn0259935	CG42458
FBgn0259936	FBgn0259936	Uhg3
FBgn0259937	FBgn0259937	Nop60B
FBgn0259938	FBgn0259938	cwo
FBgn0259949	FBgn0259949	Sfp23F
FBgn0259950	FBgn0259950	CG42460
FBgn0259951	FBgn0259951	Sfp24Ba
FBgn0259952	FBgn0259952	Sfp24Bb
FBgn0259953	FBgn0259953	Sfp24Bd
FBgn0259954	FBgn0259954	CG42464
FBgn0259955	FBgn0259955	CG42465
FBgn0259956	FBgn0259956	Sfp24C1
FBgn0259957	FBgn0259957	CG42467
FBgn0259958	FBgn0259958	Sfp24F
FBgn0259959	FBgn0259959	Sfp26Ac
FBgn0259960	FBgn0259960	CG42470
FBgn0259961	FBgn0259961	CG42471
FBgn0259962	FBgn0259962	Sfp33A1
FBgn0259963	FBgn0259963	Sfp33A2
FBgn0259964	FBgn0259964	Sfp33A3
FBgn0259965	FBgn0259965	Sfp35C
FBgn0259966	FBgn0259966	Sfp51E
FBgn0259967	FBgn0259967	Sfp53D
FBgn0259968	FBgn0259968	Sfp60F
FBgn0259969	FBgn0259969	Sfp65A
FBgn0259970	FBgn0259970	Sfp70A4
FBgn0259971	FBgn0259971	CG42481
FBgn0259972	FBgn0259972	Sfp77F
FBgn0259973	FBgn0259973	Sfp79B
FBgn0259974	FBgn0259974	Sfp84E
FBgn0259975	FBgn0259975	Sfp87B
FBgn0259977	FBgn0259977	Tdc1
FBgn0259978	FBgn0259978	vlc
FBgn0259979	FBgn0287767	Cndp2
FBgn0259982	FBgn0259982	Uxt
FBgn0259984	FBgn0259984	kuz
FBgn0259985	FBgn0259985	Mppe
FBgn0259986	FBgn0259986	nab
FBgn0259989	FBgn0259989	CG42486
FBgn0259990	FBgn0259990	CG42487
FBgn0259991	FBgn0259991	CG42488
FBgn0259992	FBgn0259992	CG42489
FBgn0259993	FBgn0259993	lncRNA:CR42491
FBgn0259994	FBgn0259994	OtopLa
FBgn0259996	FBgn0259996	lncRNA:CR40341
FBgn0259998	FBgn0259998	CG17571
FBgn0260000	FBgn0260000	CG17570
FBgn0260002	FBgn0260002	snoRNA:Me28S-U2134b
FBgn0260003	FBgn0260003	Dys
FBgn0260004	FBgn0260004	Snmp1
FBgn0260005	FBgn0260005	wtrw
FBgn0260006	FBgn0260006	drd
FBgn0260007	FBgn0260007	CG42493
FBgn0260008	FBgn0260008	UQCR-11
FBgn0260011	FBgn0260011	NimC4
FBgn0260012	FBgn0260012	pds5
FBgn0260026	FBgn0260026	CG42494
FBgn0260027	FBgn0260027	CG42495
FBgn0260049	FBgn0260049	flr
FBgn0260222	FBgn0260222	CG42496
FBgn0260223	FBgn0260223	CG42497
FBgn0260224	FBgn0260224	CG42498
FBgn0260225	FBgn0260225	CR42499
FBgn0260226	FBgn0260226	CG42500
FBgn0260228	FBgn0260228	CG42502
FBgn0260229	FBgn0260229	Mocs2A
FBgn0260230	FBgn0260230	CG42504
FBgn0260231	FBgn0260231	CG42505
FBgn0260233	FBgn0260233	CG42507
FBgn0260234	FBgn0260234	Xport-B
FBgn0260237	FBgn0260237	BBIP1
FBgn0260238	FBgn0260238	CG42512
FBgn0260243	FBgn0260243	E(var)3-9
FBgn0260386	FBgn0260386	mtg
FBgn0260388	FBgn0260388	CG42514
FBgn0260390	FBgn0260390	CG42516
FBgn0260392	FBgn0260392	CG42518
FBgn0260393	FBgn0260393	CG17147
FBgn0260396	FBgn0260396	CG42521
FBgn0260397	FBgn0260397	Su(var)3-3
FBgn0260398	FBgn0260398	Pbp49
FBgn0260399	FBgn0260399	gwl
FBgn0260400	FBgn0260400	elav
FBgn0260401	FBgn0260401	MED9
FBgn0260407	FBgn0260407	mRpS23
FBgn0260428	FBgn0260428	CG42523
FBgn0260429	FBgn0260429	CG42524
FBgn0260430	FBgn0260430	CG42525
FBgn0260431	FBgn0260431	CG42526
FBgn0260434	FBgn0260434	CG42529
FBgn0260435	FBgn0260435	CR42530
FBgn0260436	FBgn0260436	CG42531
FBgn0260437	FBgn0260437	CR42532
FBgn0260486	FBgn0260486	Ziz
FBgn0260487	FBgn0260487	CG42534
FBgn0260499	FBgn0260499	qvr
FBgn0260632	FBgn0260632	dl
FBgn0260634	FBgn0260634	eIF4G2
FBgn0260635	FBgn0260635	Diap1
FBgn0260639	FBgn0260639	gammaTub23C
FBgn0260642	FBgn0260642	Antp
FBgn0260643	FBgn0260643	CG42535
FBgn0260644	FBgn0260644	CG42536
FBgn0260645	FBgn0260645	CG42537
FBgn0260646	FBgn0260646	CG42538
FBgn0260648	FBgn0260648	Rrp40
FBgn0260653	FBgn0260653	serp
FBgn0260655	FBgn0260655	l(3)76BDm
FBgn0260657	FBgn0260657	CG42540
FBgn0260658	FBgn0260658	CG42541
FBgn0260659	FBgn0260659	CG42542
FBgn0260660	FBgn0260660	Mp
FBgn0260713	FBgn0260713	CG42544
FBgn0260718	FBgn0260718	CR42545
FBgn0260719	FBgn0260719	CR42546
FBgn0260720	FBgn0260720	asRNA:CR42547
FBgn0260721	FBgn0260721	CR42548
FBgn0260722	FBgn0260722	lncRNA:CR42549
FBgn0260741	FBgn0260741	CG3281
FBgn0260742	FBgn0260742	CG12213
FBgn0260743	FBgn0260743	GC1
FBgn0260744	FBgn0260744	Tango9
FBgn0260745	FBgn0260745	mfas
FBgn0260746	FBgn0260746	Ect3
FBgn0260747	FBgn0260747	Chchd2
FBgn0260748	FBgn0260748	CG5004
FBgn0260749	FBgn0260749	Utx
FBgn0260750	FBgn0260750	Mulk
FBgn0260753	FBgn0260753	Pdfr
FBgn0260755	FBgn0260755	CG42553
FBgn0260756	FBgn0260756	CG42554
FBgn0260758	FBgn0260758	CG42556
FBgn0260759	FBgn0260759	CG42557
FBgn0260760	FBgn0260760	CG42558
FBgn0260761	FBgn0260761	CG42559
FBgn0260762	FBgn0260762	CG42560
FBgn0260763	FBgn0260763	CG42561
FBgn0260764	FBgn0260764	CG42562
FBgn0260766	FBgn0260766	CG42564
FBgn0260767	FBgn0260767	CG42565
FBgn0260768	FBgn0260768	CG42566
FBgn0260770	FBgn0260770	CG42568
FBgn0260771	FBgn0260771	Larp7
FBgn0260775	FBgn0260775	DnaJ-60
FBgn0260776	FBgn0260776	CG42570
FBgn0260777	FBgn0260777	CG42571
FBgn0260779	FBgn0260779	GatA
FBgn0260780	FBgn0260780	wisp
FBgn0260789	FBgn0260789	mxc
FBgn0260793	FBgn0260793	2mit
FBgn0260794	FBgn0260794	ctrip
FBgn0260795	FBgn0260795	NaPi-III
FBgn0260798	FBgn0260798	Gprk1
FBgn0260799	FBgn0260799	p120ctn
FBgn0260812	FBgn0260812	inaF-D
FBgn0260817	FBgn0260817	gkt
FBgn0260855	FBgn0260855	Sec22
FBgn0260856	FBgn0260856	Membrin
FBgn0260857	FBgn0260857	Bet1
FBgn0260858	FBgn0260858	Ykt6
FBgn0260859	FBgn0260859	Bet3
FBgn0260860	FBgn0260860	Bet5
FBgn0260861	FBgn0260861	Trs23
FBgn0260862	FBgn0260862	Vti1a
FBgn0260866	FBgn0260866	dnr1
FBgn0260867	FBgn0260867	CG42577
FBgn0260868	FBgn0260868	CG42578
FBgn0260869	FBgn0260869	CG42579
FBgn0260870	FBgn0260870	CG42580
FBgn0260871	FBgn0260871	CG42581
FBgn0260873	FBgn0260873	CG42583
FBgn0260874	FBgn0260874	Ir76a
FBgn0260932	FBgn0260932	cuff
FBgn0260933	FBgn0260933	rempA
FBgn0260934	FBgn0260934	par-1
FBgn0260935	FBgn0260935	Vps15
FBgn0260936	FBgn0260936	scny
FBgn0260938	FBgn0260938	tay
FBgn0260940	FBgn0260940	lsn
FBgn0260941	FBgn0260941	app
FBgn0260942	FBgn0260942	bond
FBgn0260943	FBgn0260943	Rbp6
FBgn0260944	FBgn0260944	Rbp1
FBgn0260945	FBgn0260945	Atg1
FBgn0260953	FBgn0260953	CG42585
FBgn0260954	FBgn0260954	CG42586
FBgn0260955	FBgn0260955	CG42587
FBgn0260959	FBgn0260959	MCPH1
FBgn0260960	FBgn0260960	Baldspot
FBgn0260962	FBgn0260962	pic
FBgn0260964	FBgn0260964	Vmat
FBgn0260965	FBgn0260965	CG42588
FBgn0260967	FBgn0260967	CG42590
FBgn0260968	FBgn0260968	CG42591
FBgn0260969	FBgn0260969	CG42592
FBgn0260970	FBgn0260970	Ubr3
FBgn0260971	FBgn0260971	CG42594
FBgn0260972	FBgn0260972	alc
FBgn0260985	FBgn0260985	RfC4
FBgn0260986	FBgn0260986	mei-38
FBgn0260987	FBgn0260987	vtd
FBgn0260990	FBgn0260990	yata
FBgn0260991	FBgn0260991	Incenp
FBgn0260995	FBgn0260995	dpr21
FBgn0260996	FBgn0260996	CG42597
FBgn0260997	FBgn0260997	CG42598
FBgn0261004	FBgn0261004	asl
FBgn0261006	FBgn0261006	snoRNA:83E4-5
FBgn0261014	FBgn0286784	TER94
FBgn0261015	FBgn0261015	Pif1A
FBgn0261016	FBgn0261016	clos
FBgn0261019	FBgn0261019	moi
FBgn0261020	FBgn0261020	wol
FBgn0261041	FBgn0261041	stj
FBgn0261046	FBgn0261046	Dscam3
FBgn0261049	FBgn0261049	Vps45
FBgn0261053	FBgn0261053	Cad86C
FBgn0261054	FBgn0261054	Sfp24Bc
FBgn0261055	FBgn0261055	Sfp26Ad
FBgn0261057	FBgn0261057	Sfp36F
FBgn0261058	FBgn0261058	Sfp38D
FBgn0261059	FBgn0261059	Sfp78E
FBgn0261060	FBgn0261060	Sfp93F
FBgn0261061	FBgn0261061	Sfp96F
FBgn0261064	FBgn0261064	Rbsn-5
FBgn0261065	FBgn0261065	Cpsf73
FBgn0261067	FBgn0261067	LSm1
FBgn0261068	FBgn0261068	LSm7
FBgn0261085	FBgn0261085	Syt12
FBgn0261086	FBgn0261086	Syt14
FBgn0261089	FBgn0261089	Sytalpha
FBgn0261090	FBgn0261090	Sytbeta
FBgn0261108	FBgn0261108	Atg13
FBgn0261109	FBgn0261109	mrn
FBgn0261111	FBgn0261111	BHD
FBgn0261112	FBgn0261112	APP-BP1
FBgn0261113	FBgn0261113	Xrp1
FBgn0261119	FBgn0261119	Prp19
FBgn0261238	FBgn0261238	Alh
FBgn0261239	FBgn0261239	Hr39
FBgn0261241	FBgn0285911	Vps16A
FBgn0261243	FBgn0261243	Psa
FBgn0261244	FBgn0261244	inaE
FBgn0261245	FBgn0261245	sing
FBgn0261258	FBgn0261258	rgn
FBgn0261260	FBgn0261260	mgl
FBgn0261261	FBgn0261261	plx
FBgn0261262	FBgn0261262	CG42613
FBgn0261266	FBgn0261266	zuc
FBgn0261267	FBgn0261267	CG42615
FBgn0261268	FBgn0261268	Cul3
FBgn0261269	FBgn0261269	conv
FBgn0261270	FBgn0261270	Sps1
FBgn0261274	FBgn0261274	Ero1L
FBgn0261276	FBgn0261276	Opa1
FBgn0261277	FBgn0261277	rtv
FBgn0261278	FBgn0261278	grp
FBgn0261279	FBgn0261279	lqfR
FBgn0261283	FBgn0261283	SREBP
FBgn0261284	FBgn0261284	bou
FBgn0261285	FBgn0261285	Ppcs
FBgn0261286	FBgn0261286	Mat89Ba
FBgn0261287	FBgn0261287	ymp
FBgn0261289	FBgn0261289	CheB98a
FBgn0261290	FBgn0261290	CheA84a
FBgn0261291	FBgn0261291	CheA86a
FBgn0261292	FBgn0261292	CheB53a
FBgn0261293	FBgn0261293	CheB53b
FBgn0261294	FBgn0261294	CheB74a
FBgn0261341	FBgn0261341	verm
FBgn0261349	FBgn0261349	Mst36Fb
FBgn0261353	FBgn0261353	Ccdc56
FBgn0261356	FBgn0261356	CG42633
FBgn0261357	FBgn0261357	CG42634
FBgn0261358	FBgn0261358	CG42635
FBgn0261360	FBgn0261360	CG42637
FBgn0261361	FBgn0261361	CG42638
FBgn0261363	FBgn0261363	PPO3
FBgn0261373	FBgn0261373	CG33228
FBgn0261380	FBgn0261380	mRpL37
FBgn0261381	FBgn0261381	mtTFB1
FBgn0261385	FBgn0261385	scra
FBgn0261386	FBgn0261386	Gpa2
FBgn0261387	FBgn0261387	CG17528
FBgn0261393	FBgn0261393	alpha-Est5
FBgn0261394	FBgn0261394	Prosalpha3
FBgn0261395	FBgn0261395	Prosalpha3T
FBgn0261396	FBgn0261396	Rpn3
FBgn0261397	FBgn0261397	didum
FBgn0261399	FBgn0261399	Pp1-Y1
FBgn0261401	FBgn0261401	Ir75c
FBgn0261402	FBgn0261402	Ir75b
FBgn0261403	FBgn0261403	sxc
FBgn0261429	FBgn0261429	lncRNA:CR42646
FBgn0261434	FBgn0261434	hkb
FBgn0261436	FBgn0261436	DhpD
FBgn0261437	FBgn0261437	CSN8
FBgn0261439	FBgn0261439	SdhA
FBgn0261444	FBgn0261444	CG3638
FBgn0261445	FBgn0261445	sgl
FBgn0261446	FBgn0261446	CG13377
FBgn0261452	FBgn0261452	scaRNA:MeU2-G25
FBgn0261453	FBgn0261453	scaRNA:MeU2-C41
FBgn0261454	FBgn0261454	scaRNA:MeU4-A65
FBgn0261455	FBgn0261455	scaRNA:MeU5-G38
FBgn0261456	FBgn0261456	hpo
FBgn0261458	FBgn0261458	capt
FBgn0261461	FBgn0261461	RhoGAP18B
FBgn0261477	FBgn0261477	slim
FBgn0261479	FBgn0261479	nero
FBgn0261501	FBgn0261501	CG42649
FBgn0261502	FBgn0261502	CG42650
FBgn0261503	FBgn0261503	lncRNA:CR42651
FBgn0261504	FBgn0261504	7SLRNA:CR42652
FBgn0261505	FBgn0261505	CR42653
FBgn0261506	FBgn0261506	CG42654
FBgn0261507	FBgn0261507	CG42655
FBgn0261508	FBgn0261508	CG42656
FBgn0261509	FBgn0261509	haf
FBgn0261514	FBgn0261514	NimA
FBgn0261522	FBgn0261522	lncRNA:CR42657
FBgn0261523	FBgn0261523	CG42658
FBgn0261524	FBgn0261524	lic
FBgn0261526	FBgn0261526	NT1
FBgn0261529	FBgn0261529	ms(2)34Fe
FBgn0261530	FBgn0261530	nbs
FBgn0261531	FBgn0261531	CG42659
FBgn0261532	FBgn0261532	cdm
FBgn0261534	FBgn0261534	l(2)34Fc
FBgn0261535	FBgn0261535	l(2)34Fd
FBgn0261536	FBgn0261536	CG42660
FBgn0261537	FBgn0261537	CG42661
FBgn0261538	FBgn0261538	CG42662
FBgn0261545	FBgn0261545	CG42663
FBgn0261547	FBgn0261547	Exn
FBgn0261549	FBgn0261549	rdgA
FBgn0261550	FBgn0261550	CG42668
FBgn0261552	FBgn0261552	ps
FBgn0261553	FBgn0261553	CG42671
FBgn0261554	FBgn0261554	CG42672
FBgn0261555	FBgn0261555	CG42673
FBgn0261556	FBgn0261556	CG42674
FBgn0261560	FBgn0261560	Thor
FBgn0261561	FBgn0261561	CG42675
FBgn0261562	FBgn0261562	CG42676
FBgn0261563	FBgn0261563	wb
FBgn0261564	FBgn0261564	ReepA
FBgn0261565	FBgn0261565	Lmpt
FBgn0261566	FBgn0261566	CG42680
FBgn0261567	FBgn0261567	CG42681
FBgn0261568	FBgn0261568	CG42682
FBgn0261570	FBgn0261570	raskol
FBgn0261571	FBgn0261571	CG42685
FBgn0261573	FBgn0261573	CoRest
FBgn0261574	FBgn0261574	kug
FBgn0261575	FBgn0261575	tobi
FBgn0261580	FBgn0261580	CG42690
FBgn0261581	FBgn0261581	CG42691
FBgn0261582	FBgn0261582	CG42692
FBgn0261583	FBgn0261583	CG42693
FBgn0261584	FBgn0261584	CG42694
FBgn0261586	FBgn0261586	lncRNA:CR42696
FBgn0261587	FBgn0261587	CG42697
FBgn0261588	FBgn0261588	pdm3
FBgn0261592	FBgn0261592	RpS6
FBgn0261593	FBgn0285947	RpS10b
FBgn0261596	FBgn0261596	RpS24
FBgn0261597	FBgn0261597	RpS26
FBgn0261599	FBgn0261599	RpS29
FBgn0261602	FBgn0261602	RpL8
FBgn0261606	FBgn0285948	RpL27A
FBgn0261608	FBgn0261608	RpL37A
FBgn0261609	FBgn0261609	eIF2alpha
FBgn0261610	FBgn0261610	CG42699
FBgn0261611	FBgn0261611	CG42700
FBgn0261612	FBgn0261612	CngA
FBgn0261614	FBgn0261614	CG42703
FBgn0261615	FBgn0261615	CG42704
FBgn0261616	FBgn0261616	CG42705
FBgn0261617	FBgn0261617	nej
FBgn0261618	FBgn0261618	larp
FBgn0261624	FBgn0261624	I-3
FBgn0261625	FBgn0261625	GLS
