Chr	Start	End	Strand	Length
FBgn0259241	X;X;X;X;X;X;X	10967722;10969392;10977716;10983697;11035890;11037475;11039805	10969297;10969468;10977836;10983891;11036208;11037811;11039901	-;-;-;-;-;-;-	2722
FBgn0259242	X;X;X;X;X;X;X;X;X	6423123;6464056;6464571;6483794;6484001;6484163;6484775;6511133;6523732	6424187;6464150;6468520;6483923;6484097;6484319;6485527;6511178;6524323	-;-;-;-;-;-;-;-;-	6885
FBgn0259243	3L;3L;3L;3L;3L;3L;3L;3L;3L;3L	20816118;20818965;20820331;20825974;20828018;20829385;20832846;20833283;20833730;20834002	20816833;20819469;20820726;20826122;20828340;20829540;20833205;20833657;20833869;20836048	+;+;+;+;+;+;+;+;+;+	5167
FBgn0259244	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	16502770;16512964;16550207;16550633;16550861;16551614;16551795;16552361;16556227;16565062;16565537;16565671;16565834;16565939;16566203;16569035;16569140;16569485;16570244	16503171;16514176;16550286;16550740;16550929;16551667;16551965;16552466;16556324;16565424;16565605;16565766;16565878;16566001;16568978;16569061;16569193;16569682;16571363	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7112
FBgn0259245	X;X;X;X;X;X;X;X;X;X	21422115;21425129;21425485;21426584;21431598;21431961;21435403;21440775;21442422;21457466	21424983;21425184;21425655;21426703;21431726;21432153;21435588;21441754;21442725;21457738	-;-;-;-;-;-;-;-;-;-	5281
FBgn0259246	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	9503765;9505004;9507863;9508927;9509852;9510221;9510832;9511144;9516451;9522938;9527288;9527437;9528139;9528971;9529678;9530090;9532346;9532664;9533346;9533802;9535841;9536152;9536805;9537013;9537139	9503845;9505468;9508253;9509170;9510004;9510654;9511078;9511199;9517572;9524293;9527377;9527682;9528633;9529003;9529716;9530206;9532528;9532984;9533534;9535568;9536092;9536594;9536939;9537076;9541565	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13350
FBgn0259247	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	5413744;5416096;5423750;5435652;5439570;5440610;5440858;5446535;5446828;5453281;5453559;5454421	5414081;5416417;5424239;5436412;5439754;5440805;5441070;5446765;5447974;5453476;5454294;5456095	+;+;+;+;+;+;+;+;+;+;+;+	6490
FBgn0259481	3L;3L;3L;3L;3L;3L;3L;3L;3L	11522757;11525580;11527182;11527455;11534341;11541778;11552830;11558272;11561894	11525513;11525676;11527342;11527816;11534478;11542834;11553112;11558739;11562233	-;-;-;-;-;-;-;-;-	5663
FBgn0259482	2L;2L;2L;2L;2L;2L	10265336;10265621;10265827;10266007;10266198;10266380	10265561;10265771;10265950;10266110;10266313;10266570	+;+;+;+;+;+	912
FBgn0259483	2R;2R;2R	6695114;6695892;6696340	6695843;6696265;6696661	-;-;-	1426
FBgn0259676	3L	20359833	20361585	-	1753
FBgn0259677	X;X;X;X;X;X	22832399;22866051;22867739;22876804;22880050;22881010	22832438;22866942;22868001;22879726;22880555;22885541	+;+;+;+;+;+	9156
FBgn0259678	2R;2R;2R;2R;2R;2R;2R;2R;2R	9716348;9718657;9719466;9719819;9720662;9721020;9723540;9723829;9744864	9717900;9719230;9719748;9719971;9720765;9721257;9723743;9723919;9748121	-;-;-;-;-;-;-;-;-	6458
FBgn0259680	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	12432224;12433096;12434989;12436013;12436538;12436712;12436858;12441484;12443007;12450285;12450795;12451074;12451273;12452220;12452443;12452678;12452917;12453142	12432560;12433339;12435344;12436332;12436653;12436797;12436987;12441536;12447797;12450386;12450878;12451210;12451446;12452374;12452590;12452857;12453057;12453650	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8063
FBgn0259682	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	18757074;18757444;18757623;18758031;18758225;18758305;18758641;18758944;18759387;18759908;18760865	18757388;18757522;18757977;18758126;18758284;18758583;18758880;18759293;18759622;18760096;18761082	-;-;-;-;-;-;-;-;-;-;-	2417
FBgn0259683	2L;2L;2L;2L;2L;2L;2L;2L;2L	22189526;22189745;22196251;22197858;22198291;22212725;22213206;22213531;22214163	22189687;22189974;22196755;22198189;22198553;22213148;22213469;22214099;22214376	-;-;-;-;-;-;-;-;-	2963
FBgn0259685	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	24295078;24305201;24305891;24307013;24307354;24308196;24308808;24309025;24309630;24309801;24310061;24310898;24311148;24312977;24313163;24313649	24295864;24305545;24306883;24307141;24307674;24308728;24308849;24309569;24309735;24309995;24310832;24311080;24312908;24313101;24313576;24314541	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8144
FBgn0259697	3L;3L;3L;3L;3L;3L	24324866;24348329;24365759;24400855;24401021;24401255	24325202;24348722;24366062;24400966;24401194;24401655	+;+;+;+;+;+	1722
FBgn0259699	X;X;X;X;X;X	16093059;16095458;16097013;16097703;16102819;16104804	16095393;16095690;16097572;16100349;16103053;16104946	-;-;-;-;-;-	6153
FBgn0259700	X;X;X;X;X;X;X;X	16093059;16095458;16095866;16096527;16097013;16097703;16102819;16104804	16095396;16095690;16095922;16096663;16097572;16100349;16103053;16104946	-;-;-;-;-;-;-;-	6350
FBgn0259701	3L;3L;3L	2037371;2037529;2037874	2037473;2037816;2038224	-;-;-	742
FBgn0259702	3L;3L	2022070;2022405	2022352;2023391	-;-	1270
FBgn0259703	3L;3L	2020554;2020822	2020766;2021958	-;-	1350
FBgn0259704	3R;3R;3R;3R	19160099;19160727;19161790;19162116	19160663;19161224;19162039;19162300	-;-;-;-	1498
FBgn0259705	3R;3R	19161259;19162116	19162039;19162300	-;-	966
FBgn0259707	2R;2R;2R	24607673;24608143;24608319	24608084;24608261;24608788	+;+;+	1001
FBgn0259708	2R;2R	21664126;21665184	21665130;21666108	+;+	1930
FBgn0259709	2R;2R	21664126;21665184	21665130;21666108	+;+	1930
FBgn0259710	2R	21665940	21666579	+	640
FBgn0259711	2R	21666687	21667594	+	908
FBgn0259712	2L;2L;2L;2L;2L;2L;2L	9925161;9926568;9926839;9927066;9927470;9928858;9929805	9925282;9926768;9927006;9927404;9928494;9929145;9930378	+;+;+;+;+;+;+	2717
FBgn0259713	2L;2L	9930580;9930700	9930637;9931131	+;+	490
FBgn0259714	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	6377771;6379110;6380648;6385684;6385903;6386089;6391128;6394837;6408245;6410827	6379027;6379280;6380790;6385834;6386031;6386247;6391344;6394943;6408560;6411326	-;-;-;-;-;-;-;-;-;-	3150
FBgn0259715	2L	6395853	6397249	-	1397
FBgn0259716	2L	6383435	6385512	-	2078
FBgn0259717	2L;2L	2216503;2217013	2216959;2217246	-;-	691
FBgn0259718	2R;2R	16291453;16291774	16291718;16292269	+;+	762
FBgn0259720	3L;3L;3L;3L	19263766;19264327;19264681;19266594	19264096;19264622;19265443;19266838	+;+;+;+	1635
FBgn0259721	3R;3R	13779624;13779843	13779787;13780795	+;+	1117
FBgn0259722	X	254876	255524	+	649
FBgn0259725	2R;2R	21667541;21669537	21669480;21669916	-;-	2320
FBgn0259726	2R;2R	21667541;21669537	21669480;21669916	-;-	2320
FBgn0259727	2R;2R;2R	21667541;21669537;21669755	21669480;21669693;21669916	-;-;-	2259
FBgn0259728	2R;2R	9166566;9167378	9167319;9167508	-;-	885
FBgn0259729	2R	24423926	24425102	-	1177
FBgn0259730	3R	13813109	13814648	+	1540
FBgn0259731	3R	13813109	13814648	+	1540
FBgn0259732	3R	13813109	13814648	+	1540
FBgn0259733	3R	13813109	13814648	+	1540
FBgn0259734	X;X;X;X;X;X;X;X;X;X	9030205;9039675;9040038;9042644;9049250;9051037;9051185;9051468;9052278;9052450	9030896;9039860;9040316;9042830;9050935;9051122;9051410;9052217;9052388;9054575	+;+;+;+;+;+;+;+;+;+	6329
FBgn0259735	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	16545016;16557879;16601827;16603824;16621836;16634726;16652743;16657097;16657499;16658024	16545438;16559944;16602085;16604396;16622841;16634776;16652912;16657429;16657952;16663218	+;+;+;+;+;+;+;+;+;+	10530
FBgn0259736	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	22120061;22120847;22123945;22129247;22129463;22129775;22130108;22130506;22130647;22130866;22131243;22132101;22132655	22120462;22120971;22126466;22129398;22129597;22130032;22130447;22130592;22130797;22131175;22131342;22132244;22133367	+;+;+;+;+;+;+;+;+;+;+;+;+	5439
FBgn0259737	2R	15202193	15202987	+	795
FBgn0259738	2R	16765361	16766000	-	640
FBgn0259739	3L;3L;3L;3L;3L	18042733;18043186;18043331;18043734;18044018	18043110;18043267;18043678;18043870;18044214	+;+;+;+;+	1142
FBgn0259740	3R;3R;3R	10849825;10849932;10851285	10849866;10850019;10851788	+;+;+	634
FBgn0259741	X;X	9575126;9576120	9575848;9576247	-;-	851
FBgn0259742	2R;2R;2R;2R;2R;2R	24607267;24608935;24609090;24609354;24610016;24610297	24607521;24609036;24609293;24609955;24610237;24610847	+;+;+;+;+;+	1936
FBgn0259745	2R;2R;2R;2R;2R;2R	7478853;7483647;7483862;7485885;7488456;7489333	7483564;7483799;7485815;7486328;7488692;7489823	-;-;-;-;-;-	7991
FBgn0259748	3L;3L	11973085;11973748	11973692;11973790	-;-	651
FBgn0259749	2L;2L;2L;2L	6468538;6471328;6471961;6473631	6469959;6471714;6472072;6473904	-;-;-;-	2195
FBgn0259785	3L;3L;3L	21286099;21287128;21289606	21287067;21289546;21290310	+;+;+	4093
FBgn0259789	X;X	19766465;19775987	19769507;19783548	-;-	10605
FBgn0259791	3L;3L	18622692;18623123	18623064;18624751	+;+	2002
FBgn0259794	3L	16859080	16860529	+	1450
FBgn0259795	2R	16534943	16537086	+	2144
FBgn0259817	211000022279188;211000022279188;211000022279188	1449;1547;2108	1489;2047;2180	+;+;+	615
FBgn0259818	2L;2L;2L;2L;2L;2L;2L;2L;2L	144231;147349;147511;147765;147995;148092;148338;148879;151115	145910;147454;147710;147936;148037;148173;148825;149226;153300	-;-;-;-;-;-;-;-;-	5305
FBgn0259821	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	4077939;4081369;4084036;4085318;4093946;4094149;4095775;4099866;4101245;4101465;4101861;4102176;4102500	4078532;4081819;4084181;4085578;4094074;4094456;4095991;4100015;4101388;4101770;4102120;4102443;4104326	+;+;+;+;+;+;+;+;+;+;+;+;+	5061
FBgn0259822	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	11156118;11159880;11161068;11161555;11162262;11162984;11163222;11163453;11165564;11165745;11166027;11166690;11170368;11175161;11199594;11203309	11159729;11160336;11161290;11161834;11162525;11163098;11163389;11163949;11165678;11165966;11166143;11167896;11170876;11175291;11199794;11203544	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8354
FBgn0259823	3R;3R;3R;3R;3R	15250094;15251932;15252408;15254494;15255589	15250159;15252346;15254320;15255458;15257765	+;+;+;+;+	5536
FBgn0259824	3L;3L;3L;3L	15988236;15989386;15990129;15990463	15989188;15990060;15990408;15992464	+;+;+;+	3910
FBgn0259831	3R;3R	13372630;13372868	13372758;13373326	+;+	588
FBgn0259832	2R;2R	11841608;11841846	11841762;11842164	+;+	474
FBgn0259834	X;X;X;X;X	19310513;19311694;19313312;19313525;19321656	19311630;19313229;19313438;19313706;19322106	-;-;-;-;-	3414
FBgn0259837	211000022279681	401	1054	+	654
FBgn0259838	Y	892743	894201	-	1459
FBgn0259839	211000022280494	1	1443	-	1443
FBgn0259840	211000022280494	2048	3374	-	1327
FBgn0259841	Y	1016352	1017835	-	1484
FBgn0259842	211000022280481	1230	2419	+	1190
FBgn0259843	Y	984514	985930	+	1417
FBgn0259845	Y	1029772	1031619	-	1848
FBgn0259846	Y	1032220	1032946	-	727
FBgn0259847	Y	1035827	1036823	+	997
FBgn0259848	Y	1037852	1038828	+	977
FBgn0259849	211000022278436	1551	2815	-	1265
FBgn0259850	Y	903088	904499	-	1412
FBgn0259851	Y	904859	905678	-	820
FBgn0259852	Y	906805	907496	-	692
FBgn0259853	Y	869892	871230	-	1339
FBgn0259855	Y	2593622	2595311	+	1690
FBgn0259856	Y	1033831	1035493	+	1663
FBgn0259857	Y	934058	935745	-	1688
FBgn0259858	Y	939936	940435	+	500
FBgn0259859	Y	941169	942020	+	852
FBgn0259860	Y	2559809	2561503	+	1695
FBgn0259861	Y	916438	917820	-	1383
FBgn0259862	Y	2562678	2563924	+	1247
FBgn0259863	Y	979530	980284	-	755
FBgn0259864	211000022279392	1	1356	-	1356
FBgn0259869	Y	1000076	1001264	-	1189
FBgn0259870	211000022279165	14	1118	-	1105
FBgn0259875	Y	1007917	1009359	+	1443
FBgn0259876	2R;2R;2R;2R;2R;2R	13133142;13133630;13133883;13134757;13141662;13142101	13133559;13133806;13134697;13136857;13141817;13142820	+;+;+;+;+;+	4387
FBgn0259878	2R;2R;2R;2R;2R;2R;2R;2R;2R	15223560;15224322;15232311;15233690;15233918;15234858;15235861;15239569;15241197	15224255;15224446;15232559;15233813;15234792;15235043;15236542;15239799;15241589	-;-;-;-;-;-;-;-;-	3561
FBgn0259896	2L;2L;2L	13973158;13975978;13976477	13975879;13976254;13976769	-;-;-	3292
FBgn0259916	3L;3L;3L	8154681;8158589;8158757	8155579;8158679;8158900	-;-;-	1134
FBgn0259917	3R;3R;3R;3R;3R	16358144;16358683;16359494;16359698;16359893	16358611;16358788;16359643;16359833;16360108	-;-;-;-;-	1076
FBgn0259918	X;X	11724668;11732355	11727364;11732770	-;-	3113
FBgn0259922	2L;2L	15547519;15547668	15547612;15548243	+;+	670
FBgn0259923	X;X;X;X;X;X	16684216;16685508;16686310;16687160;16694043;16694614	16685411;16685910;16686769;16687533;16694419;16695173	-;-;-;-;-;-	3370
FBgn0259926	X	5683240	5684456	+	1217
FBgn0259927	X;X;X;X;X;X;X;X;X;X;X	18813297;18819776;18820334;18821379;18821592;18822582;18823508;18824650;18825000;18825217;18826393	18813798;18820042;18821312;18821475;18822507;18823085;18823615;18824934;18825152;18826287;18830406	+;+;+;+;+;+;+;+;+;+;+	8896
FBgn0259932	3L;3L;3L	9972312;9972756;9973094	9972397;9973001;9974023	+;+;+	1262
FBgn0259933	3L;3L	3319555;3320515	3319905;3322489	+;+	2326
FBgn0259935	3L;3L;3L;3L;3L;3L;3L;3L	7423827;7445167;7445672;7448065;7449707;7452347;7452803;7453660	7424156;7445605;7445779;7448143;7450578;7452484;7453509;7454717	+;+;+;+;+;+;+;+	3731
FBgn0259936	2L;2L;2L	20647533;20648189;20648785	20648013;20648479;20648848	+;+;+	836
FBgn0259937	2R;2R;2R;2R;2R;2R;2R	24174877;24175028;24175473;24175917;24176427;24176893;24184723	24174967;24175396;24175724;24176191;24176831;24177291;24186343	+;+;+;+;+;+;+	3412
FBgn0259938	3R;3R;3R;3R	10388258;10396237;10397363;10397747	10389437;10396820;10397684;10400752	+;+;+;+	5092
FBgn0259949	2L;2L	3387354;3387642	3387573;3387743	-;-	322
FBgn0259950	2L;2L	3387882;3388332	3388269;3388496	-;-	553
FBgn0259951	2L;2L	3667977;3668471	3668417;3668551	-;-	522
FBgn0259952	2L;2L	3669261;3669643	3669583;3669775	-;-	456
FBgn0259953	2L;2L	3668691;3669054	3668993;3669134	-;-	384
FBgn0259954	2L;2L	3699464;3699620	3699556;3699826	+;+	300
FBgn0259955	2L;2L	3700195;3700366	3700302;3700658	+;+	401
FBgn0259956	2L;2L	3700674;3700820	3700763;3701092	+;+	363
FBgn0259957	2L;2L	3701290;3701423	3701373;3701699	+;+	361
FBgn0259958	2L;2L	4441429;4441976	4441921;4442060	-;-	578
FBgn0259959	2L;2L;2L	5884350;5884506;5884730	5884442;5884676;5884774	-;-;-	309
FBgn0259960	2L;2L	11752973;11753458	11753401;11753555	-;-	527
FBgn0259961	2L;2L	11753640;11753938	11753884;11754022	-;-	330
FBgn0259962	2L;2L	11754085;11754404	11754344;11754502	-;-	359
FBgn0259963	2L	11837713	11838049	+	337
FBgn0259964	2L	11839912	11840329	+	418
FBgn0259965	2L;2L;2L	15201613;15201822;15202037	15201762;15201983;15202092	-;-;-	368
FBgn0259966	2R;2R	15192628;15193068	15193004;15193228	-;-	538
FBgn0259967	2R	16744295	16745114	-	820
FBgn0259968	2R;2R	25172245;25172624	25172571;25172695	-;-	399
FBgn0259969	3L	6350276	6350829	+	554
FBgn0259970	3L	13296530	13296860	-	331
FBgn0259971	3L	13298797	13299023	-	227
FBgn0259972	3L;3L	20896268;20897320	20897262;20897417	-;-	1093
FBgn0259973	3L	22080322	22080554	+	233
FBgn0259974	3R;3R	7979588;7980291	7980240;7980322	-;-	685
FBgn0259975	3R	12273126	12273521	+	396
FBgn0259977	2R;2R;2R	6677001;6677957;6680050	6677834;6679061;6680391	-;-;-	2281
FBgn0259978	2R;2R;2R;2R;2R	5702112;5702675;5703051;5704286;5704435	5702388;5702947;5704216;5704382;5705439	+;+;+;+;+	2818
FBgn0259979	2R;2R;2R;2R;2R;2R	5697872;5698456;5699286;5699415;5699737;5700043	5698008;5699224;5699353;5699679;5699988;5700212	+;+;+;+;+;+	1661
FBgn0259982	2L;2L	15256581;15256749	15256697;15257642	+;+	1011
FBgn0259984	2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L;2L	13550139;13551142;13558800;13609791;13610056;13630706;13633394;13634019;13634239;13634544;13635649;13637288	13550420;13551666;13558832;13609987;13610578;13631184;13633540;13634179;13634473;13635590;13636995;13639411	+;+;+;+;+;+;+;+;+;+;+;+	7100
FBgn0259985	2R;2R;2R;2R;2R	12025614;12026092;12026723;12027042;12027223	12026031;12026599;12026985;12027157;12027707	-;-;-;-;-	1790
FBgn0259986	3L;3L;3L;3L;3L	4153618;4154367;4155239;4156224;4160331	4154245;4154458;4156113;4156496;4160932	-;-;-;-;-	2470
FBgn0259989	2L	11843137	11844063	+	927
FBgn0259990	3R;3R;3R;3R	27957356;27957672;27957807;27959078	27957619;27957744;27959019;27959245	-;-;-;-	1718
FBgn0259991	3R;3R;3R;3R;3R	25483098;25483336;25483852;25484361;25484861	25483280;25483797;25484302;25484801;25485481	+;+;+;+;+	2158
FBgn0259992	3R;3R;3R	8653802;8654466;8654590	8654174;8654573;8654766	-;-;-	658
FBgn0259993	X;X	762615;763441	762991;763810	-;-	747
FBgn0259994	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	5625676;5629184;5630024;5632190;5633106;5633354;5633738;5633871;5634241;5635356;5636222;5637535;5640918;5641523;5641893;5642934;5643396;5647732;5648420	5629024;5629745;5631495;5632207;5633266;5633465;5633758;5634028;5634425;5635466;5636578;5637594;5640980;5641561;5642026;5643111;5643449;5648177;5648487	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7548
FBgn0259996	2L;2L	20248039;20248504	20248423;20248872	+;+	754
FBgn0259998	2L	20255988	20257192	-	1205
FBgn0260000	2L	20263419	20264424	-	1006
FBgn0260002	3R	5625178	5625254	+	77
FBgn0260003	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	19461085;19463533;19464500;19476869;19477123;19477452;19480980;19481357;19481814;19482564;19483904;19485040;19485609;19485832;19487089;19488096;19488259;19493965;19494213;19503791;19505868;19506248;19506409;19506595;19506841;19506999;19509260;19524459;19554818;19558414;19560148;19562669;19569210;19571021;19585241;19590124;19590445;19590759;19590958;19591658;19592109;19592330;19592823;19593796;19594369;19594500	19461465;19463681;19464846;19477035;19477277;19480916;19481294;19481662;19482316;19482651;19484944;19485272;19485770;19485991;19487514;19488191;19488391;19494128;19494318;19505393;19505936;19506338;19506529;19506728;19506934;19507079;19509390;19527234;19554990;19558564;19560271;19562826;19569672;19571071;19586514;19590383;19590645;19590892;19591316;19592041;19592229;19592760;19593123;19594098;19594398;19597288	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	21204
FBgn0260004	3R;3R;3R;3R;3R;3R;3R	21165167;21166072;21166311;21166886;21167586;21167800;21168018	21166011;21166250;21166817;21167140;21167733;21167957;21168205	-;-;-;-;-;-;-	2280
FBgn0260005	3R;3R;3R;3R;3R	7891331;7894262;7895822;7897846;7899258	7891571;7894630;7896343;7899190;7901147	+;+;+;+;+	4367
FBgn0260006	X;X;X;X;X;X;X;X;X	15125753;15131570;15133271;15134762;15135115;15135525;15135959;15136342;15136562	15126408;15131716;15133533;15135050;15135460;15135887;15136275;15136490;15137311	+;+;+;+;+;+;+;+;+	3280
FBgn0260007	2R;2R;2R	11778526;11778905;11779064	11778840;11779007;11779235	+;+;+	590
FBgn0260008	3L;3L;3L;3L;3L;3L	25120709;25120878;25121044;25121618;25122890;25125544	25120818;25120985;25121371;25121959;25122986;25126171	+;+;+;+;+;+	1613
FBgn0260011	2L	14047582	14048863	+	1282
FBgn0260012	2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R;2R	12027985;12028295;12028717;12029166;12029432;12029664;12030470;12030791;12030947;12031858;12032056;12032197;12032535;12032889	12028232;12028655;12029102;12029373;12029600;12030405;12030733;12030884;12031792;12031994;12032135;12032462;12032825;12033725	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4929
FBgn0260026	3L;3L;3L;3L;3L;3L	3184404;3185229;3185481;3185634;3186012;3186349	3184644;3185422;3185577;3185952;3186296;3186549	+;+;+;+;+;+	1337
FBgn0260027	3L;3L;3L	18667361;18667648;18667847	18667579;18667793;18668135	+;+;+	654
FBgn0260049	3L;3L;3L;3L;3L;3L;3L;3L	13412843;13413006;13413317;13414058;13414337;13414666;13415777;13415995	13412975;13413073;13413438;13414148;13414600;13415720;13415927;13416453	+;+;+;+;+;+;+;+	2343
FBgn0260222	2R;2R;2R;2R	21691295;21691580;21692235;21692432	21691436;21692170;21692374;21692764	+;+;+;+	1206
FBgn0260223	2R;2R;2R	21690215;21690638;21691072	21690474;21691000;21691139	-;-;-	691
FBgn0260224	3R;3R	26057347;26058153	26058089;26058223	-;-	814
FBgn0260225	X	3793464	3794660	+	1197
FBgn0260226	3R	14152211	14152650	-	440
FBgn0260228	2L;2L	18808694;18810819	18810684;18811252	-;-	2425
FBgn0260229	3R;3R;3R;3R;3R	25125632;25125834;25126167;25126567;25126935	25125774;25126102;25126442;25126873;25127359	-;-;-;-;-	1420
FBgn0260230	3R;3R;3R;3R;3R	12028070;12030788;12031009;12031425;12031638	12030724;12030953;12031368;12031569;12031757	-;-;-;-;-	3446
FBgn0260231	3R;3R;3R;3R;3R	12028070;12030788;12031009;12031425;12031638	12030724;12030953;12031368;12031569;12031757	-;-;-;-;-	3446
FBgn0260233	3L;3L;3L;3L;3L;3L;3L	14747929;14751267;14752699;14753631;14754085;14756904;14757842	14749737;14751775;14753471;14753966;14754550;14757330;14757962	-;-;-;-;-;-;-	4441
FBgn0260234	3R;3R	19914320;19915077	19915012;19915412	-;-	1029
FBgn0260237	3R;3R;3R	9404385;9405736;9407122	9405089;9407061;9407857	+;+;+	2767
FBgn0260238	X;X;X	16651376;16651587;16652079	16651530;16652048;16653275	+;+;+	1814
FBgn0260243	3R;3R;3R;3R	8990645;8991680;8991790;8992677	8991621;8991727;8992627;8992949	-;-;-;-	2136
FBgn0260386	3R;3R;3R;3R;3R;3R;3R;3R	8250497;8252053;8257377;8258391;8258586;8259047;8259547;8259774	8250570;8252221;8257499;8258524;8258975;8259457;8259702;8260718	+;+;+;+;+;+;+;+	2402
FBgn0260388	3L;3L;3L;3L;3L;3L;3L	16491838;16492171;16492662;16493146;16494911;16495300;16496053	16492103;16492499;16493000;16493940;16495268;16495536;16496236	-;-;-;-;-;-;-	2508
